No.,Title,Author(s),Language,Game type,Duration,Min. number of players,Max. number of players,Entry threshold,Prerequisites,Link,Hashtags
1095,Service,Phoenix Outlaw Productions,EN,freeform,---,10,20,2,2,https://www.drivethrurpg.com/product/143433/Service?filters=0_0_0_44499_0,"#payment
#war"
1096,"Old Man of Damascus: A Script for Cthulhu Live 3rd Edition
",Skirmisher Publishing,EN,chamber larp,---,27,27,2,2,https://www.drivethrurpg.com/product_info.php?products_id=27780&it=1,"#payment
#crusader
#cthulhu"
1097,"Midsummer Mischief Freeform Larp
","Nathan Gribble
Steve Hatherley
Heidi Kaye
Paul Snow	",EN,chamber larp,---,25,25,2,2,https://www.dropbox.com/sh/h2mctxwkozsmc4h/AADNkT8BrcWb7ZuAR6OEVyV4a?dl=0,
1098,The Power Of Freedom	,"Joseph Murphy
Nick Huggins	",EN,chamber larp,---,40,40,2,2,http://www.irishgaming.com/scenario_storage/freedom.zip,"#10plus
#vampire
#WOD"
1099,Salem 1906	,Osher El-Netanany	,EN,chamber larp,---,12,45,2,2,http://salem1906.googlepages.com/SALEM-1906.en.35ch.doc,#witch
1100,Dune - Point of Balance	,"Gareth Hanrahan
Kevin MacGregor	",EN,chamber larp,---,27,27,2,2,http://www.irishgaming.com/scenario_storage/gh/dunelarp.zip,"#SF
#dune"
1101,The Fall 3: Cat and Mouse	,Nick Huggins	,EN,chamber larp,---,20,20,2,2,http://www.irishgaming.com/scenario_storage/nh/catmouse.zip,"#10plus
#SF"
1102,The Fall 4: An Artificial Interlude	,Nick Huggins	,EN,chamber larp,---,25,25,2,2,http://www.irishgaming.com/scenario_storage/nh/interlude.zip,"#10plus
#SF"
1103,Sidekicks Anonymous	,Nick Huggins	,EN,chamber larp,---,25,25,2,2,http://www.irishgaming.com/scenario_storage/nh/sidekicks.zip,"#10plus
#superheroes"
1104,Weird Science	,Nick Huggins	,EN,chamber larp,---,22,22,2,2,http://www.irishgaming.com/scenario_storage/nh/science.zip,#comedy
1105,All In,Chris Hall,EN,chamber larp,---,15,15,2,3,https://www.dropbox.com/s/2cgvbpjb7r4st8v/All-In.pdf,"#10plus
#shadowrun"
1106,A Turn on the Radiance Rose,Peaky Midwest Games,EN,chamber larp,---,10,10,2,2,https://payhip.com/b/wQ50,"#20s
#spiritistic"
1107,"Be Not Afraid
","Warren Tusk
C.E.A. Diertani.",EN,chamber larp,---,13,13,2,2,http://www.paracelsus-games.com/theatrical-experiences/be-not-afraid,"#payment
#angels"
1108,"Bank Robbery LARP
",Nick Wedig	,EN,chamber larp,---,13,13,2,2,http://nickwedig.libraryofhighmoon.com/2010/12/bank-robbery-larp/,#criminal
1109,"Bloody Forks LARP
",Nick Wedig	,,,---,11,11,2,2,http://nickwedig.libraryofhighmoon.com/2010/12/bloody-forks-larp/,"#10plus
#historical"
1110,"Blackened Hearts
",Matthew Karabache,EN,chamber larp,2-4h,8,15,2,2,https://www.drivethrurpg.com/product/226616/Blackened-Hearts,"#payment
#naval
#pirates"
1111,"Burning Orchid
","Ben Allen
Nickey Barnard
Martin Jones
Heidi Kaye
Alison Rider Hill",EN,chamber larp,2-4h,10,10,2,2,http://peakygames.wikidot.com/burning-orchid,"#30s
#love
"
1112,"Better Living Through Robotics
",Peaky Midwest Games,EN,chamber larp,2-4h,10,10,2,2,https://payhip.com/b/uChF,"#SF
#ethical
#payment"
1113,The Brethren's Soup Kitchen        ,Baz Nugent	,EN,chamber larp,---,12,12,2,2,http://www.irishgaming.com/scenario_storage/bn2/brethern.zip,"#10plus
#homlesness"
1114,Bitter Tears at Sad Mary's Bar and Girl (Revised)        ,"Scott Beattie
Tonia Walden",EN,chamber larp,---,10,11,2,2,https://www.tabcreations.com/media/uploads/larp/sadmarys.zip,
1115,An Interlude At Malory Towers	,Nick Huggins	,EN,chamber larp,---,15,15,2,2,http://www.irishgaming.com/scenario_storage/nh/malorytowers.zip,
1116,Keramal – a GMed meditation,?,EN,other,<2h,1,1,1,1,https://norwegianstyle.wordpress.com/2016/11/30/keramal-a-gmed-meditation-audio/,"#solo
#meditation"
1117,Play to Kill,Clark Timmins,EN,freeform,<2h,6,13,1,1,http://www.goldencobra.org/pdf/2018/Timmins%20--%20Play%20to%20Kill.pdf,
1118,Polka Pillow Production,Martin Tegelj,EN,freeform,---,2,20,2,2,http://www.goldencobra.org/pdf/2018/Tegelj%20--%20Polka%20Pillow%20Production.pdf,#dance
1119,The Promise of Sleep,Jason Cox,EN,freeform,<2h,5,15,1,2,http://www.goldencobra.org/pdf/2018/Cox%20--%20The%20Promise%20of%20Sleep.pdf,"#10plus
#murder"
1120,The Rat King Cometh,Atlas Sellman,EN,freeform,---,7,16,1,1,http://www.goldencobra.org/pdf/2018/Sellman%20--%20The%20Rat%20King%20Cometh.pdf,"#10plus
#animals"
1121,The Rite of Spring,Tayler Stokes,EN,experimental larp,---,3,99,2,2,http://www.goldencobra.org/pdf/2018/Stokes%20--%20The%20Rite%20of%20Spring.pdf,#dance
1122,"The Scarred Land
","Chris Dragga
Kate Hill",EN,freeform,2-4h,2,20,2,2,http://www.goldencobra.org/pdf/2018/Dragga%20and%20Hill%20--%20The%20Scarred%20Land.pdf,#horror
1123,Send N00ds,Jacqueline Bryk,EN,freeform,---,2,99,2,1,http://www.goldencobra.org/pdf/2018/Bryk%20--%20Send%20Noods.pdf,"#SF
#cyberpunk"
1124,"Soldier, Spy, Psilocybin",Julian Hyde,EN,freeform,---,2,99,1,1,http://www.goldencobra.org/pdf/2018/Hyde-Soldier%20Spy%20Psilocybin.pdf,#spy
1125,"Spin the Bottle: Wedding Edition!
",Susanne Vejdemo,EN,freeform,<2h,4,99,1,1,http://www.goldencobra.org/pdf/2018/Vejdemo%20--%20Spin%20the%20Bottle%20Wedding%20Edition!.pdf,"#teenegers
#love"
1126,Stellar Drift,Randy Lubin,EN,freeform,<2h,2,99,2,2,http://www.goldencobra.org/pdf/2018/Lubin%20R%20-%20Stellar%20Drift.pdf,#SF
1127,"Suicidal Ideation
",Jonny Garcia,EN,freeform,---,2,99,2,1,http://www.goldencobra.org/pdf/2018/Garcia%20-%20Suicidal%20Ideation.pdf,#criminal
1128,"Super Shredder's Neighborhood
",Evan Torner,EN,freeform,<2h,5,10,1,2,http://www.goldencobra.org/pdf/2018/Torner%20--%20Super%20Shredders%20Neighborhood.pdf,#suburbs
1129,Tacklebox,J. Walton,EN,freeform,---,2,20,2,2,http://www.goldencobra.org/pdf/2018/Walton%20--%20Tacklebox.pdf,"#SF
#cyberpunk"
1130,"This Is How It Is Done
",Sharang Biswas,EN,freeform,<2h,4,9,2,2,http://www.goldencobra.org/pdf/2018/Biswas%20--%20This%20is%20how%20it%20is%20done.pdf,#family
1131,The Three Faces of Eve,Maury Elizabeth Brown,EN,freeform,<2h,3,9,2,2,http://www.goldencobra.org/pdf/2018/Brown%20--%20The%20Three%20Faces%20(or%20Hormones).pdf,#women
1132,Through a Great Void,Michael Meinberg,EN,freeform,---,2,20,2,2,http://www.goldencobra.org/pdf/2018/Meinberg%20--%20Through%20a%20Great%20Void.pdf,"#SF
#spaceopera"
1133,Torch,Andy Morales C.,EN,chamber larp,<2h,3,9,1,2,http://www.goldencobra.org/pdf/2018/Morales%20--%20Torch.pdf,
1134,Toxic Santa,Paweł Jasiński,EN,nano-larp,<2h,7,99,1,2,http://www.goldencobra.org/pdf/2018/Jasinski%20--%20Toxic%20Santa.pdf,"#comedy
#workplace
#mobbing
"
1135,Truth or Beauty? a game of futuristic psychological horror and makeover tips,Lucian Kahn,EN,nano-larp,---,2,20,1,2,http://www.goldencobra.org/pdf/2018/Kahn%20--%20Truth%20or%20Beauty.pdf,"#10plus
#prison
#beauty"
1136,Trying,Avital Lubin,EN,freeform,<2h,1,99,2,2,http://www.goldencobra.org/pdf/2018/Lubin%20A%20--%20Trying.pdf,"#10plus
#children"
1137,Two Hours to Midnight,Tore Vange,EN,freeform,<2h,4,24,1,2,http://www.goldencobra.org/pdf/2018/Vange%20--%202%20Hours%20to%20Midnight.pdf,
1138,"The We-ness
","Albert Kong
Anne Selke
Nathan Vanderpool
Joe Edelman",EN,freeform,<2h,2,99,2,1,http://www.goldencobra.org/pdf/2018/Kong%20Selke%20Vanderpool%20Edelman%20--%20The%20We-ness.pdf,#language
1139,What happened in Warsaw?,Jan Rosa,EN,other,---,99,99,2,2,http://www.goldencobra.org/pdf/2018/Rosa%20-%20What%20happened%20in%20Warsaw_.pdf,#war
1140,Where Do We Go From Here? ,Ashleigh Patterson,EN,chamber larp,---,3,7,2,2,http://www.goldencobra.org/pdf/2018/Patterson%20-%20Where%20Do%20We%20Go%20From%20Here.pdf,"#suicide
#afterlife"
1141,"Who Do You Think You Are?
",Kat Jones,EN,chamber larp,---,3,7,1,1,http://www.goldencobra.org/pdf/2018/Jones%20--%20Who%20Do%20You%20Think%20You%20Are.pdf,#music
1142,The Widows' Market,Laurel Halbany,EN,freeform,---,99,99,1,2,http://www.goldencobra.org/pdf/2018/Halbany%20-%20The%20Widows%20Market.pdf,#women
1143,Until We Sink...,Magnus Jakobsson,EN,nano-larp,<2h,4,5,1,1,https://norwegianstyle.files.wordpress.com/2007/12/until_we_sink.pdf,"#isolation
#death"
1144,Zombie Porn,Matthijs Holter,EN,other,---,99,99,2,1,https://norwegianstyle.files.wordpress.com/2007/12/zombie_porn1.pdf,"#zombie
#porn"
1145,It Wasn't Me!,Lasse Lundin,EN,nano-larp,<2h,4,99,1,1,https://norwegianstyle.files.wordpress.com/2008/01/it-wasnt-me.pdf,#criminal
1146,Stoke-Birmingham 0-0,"Tomas Mørkrid

",EN,other,<2h,4,4,1,1,https://norwegianstyle.files.wordpress.com/2007/12/stoke.pdf,#sport
1147,A Pebble,Matthijs Holter,EN,nano-larp,<2h,1,3,2,1,https://norwegianstyle.wordpress.com/2010/12/03/a-pebble/,#abortion
1148,Catherine,Matthijs Holter,EN,nano-larp,<2h,2,2,1,1,https://norwegianstyle.files.wordpress.com/2008/05/catherine.pdf,"#downsymptom
#family"
1149,Keramal – a GMed meditation,?,FR,other,<2h,1,1,1,1,https://drive.google.com/file/d/0BwhdWEF9ncytVTV5dUVGQlBSMHM/view,"#solo
#meditation"
1150,I Like You!,Matthijs Holter,EN,nano-larp,<2h,99,99,1,1,https://norwegianstyle.wordpress.com/2016/04/12/i-like-you/,
1151,Deal,Matthijs Holter,EN,nano-larp,<2h,99,99,1,1,https://norwegianstyle.wordpress.com/2014/11/11/deal/,
1152,How You Perceive The World,Matthijs Holter,EN,nano-larp,<2h,2,5,1,1,https://norwegianstyle.wordpress.com/2019/04/25/how-you-perceive-the-world/,#perception
1153,The Secret Room,OPG,EN,nano-larp,<2h,5,5,1,1,https://norwegianstyle.wordpress.com/2019/04/16/the-secret-room/,
1154,Draug,Matthijs Holter,EN,other,---,1,5,1,2,https://norwegianstyle.files.wordpress.com/2016/11/draug_ii_online_playtest.pdf,"#19century
#supernatural"
1155,Tales by the Fire,OPG,EN,nano-larp,---,3,5,2,2,https://norwegianstyle.wordpress.com/2015/07/30/tales-by-the-fire/,"#prehistory
#language"
1156,New Voices in Art,"Tor Kjetil Edland, Arvid Falch & Erling Rognli",EN,chamber larp,---,10,25,1,2,https://chambergames.files.wordpress.com/2007/09/newvoicesinart.pdf,"#10plus
#art"
1157,The New Middleages,Anders Nygaard,EN,other,---,99,99,1,1,https://norwegianstyle.files.wordpress.com/2008/01/the-new-middle-ages.pdf,#middleages
1158,Egil,Karl Otto Kristoffersen,EN,other,<2h,1,99,1,2,https://norwegianstyle.files.wordpress.com/2019/08/egil-1.pdf,"#solo
#poetry"
1159,In My Shadow,Maja H. Kvendseth,EN,other,---,3,6,2,1,https://norwegianstyle.files.wordpress.com/2010/02/inmyshadow.pdf,#suicide
1160,Star Moss,Matthijs Holter,EN,freeform,,99,99,1,2,https://norwegianstyle.files.wordpress.com/2007/12/star_moss.pdf,
1161,A Trip to the Moon,Matthijs Holter,EN,other,---,99,99,1,1,https://norwegianstyle.files.wordpress.com/2007/12/a_trip_to_the_moon.pdf,
1162,The Elf archaeologists are saying hurtful things about your skeleton,Matthijs Holter,EN,nano-larp,<2h,2,5,1,1,https://norwegianstyle.wordpress.com/2017/04/27/the-elf-archaeologists-are-saying-hurtful-things-about-your-skeleton/,
1163,Three encounters with yourself by means of guided and alert meditations in a natural setting,Matthijs Holter,EN,outdoor larp,---,99,99,1,1,https://norwegianstyle.wordpress.com/2013/02/26/three-encounters-with-yourself-by-means-of-guided-and-alert-meditations-in-a-natural-setting/,#supernatural
1164,The Bechdel Test: A roleplaying poem,Matthijs Holter,EN,other,<2h,99,99,1,1,https://norwegianstyle.wordpress.com/2011/10/08/the-bechdel-test-a-roleplaying-poem/,"#women
#feminism
#movie"
1165,"Old Dogs
",Anders Nygaard,EN,other,<2h,99,99,1,1,https://norwegianstyle.wordpress.com/2011/02/06/old-dogs/,#friendship
1166,"Good night, darlings",Matthijs Holter,EN,other,<2h,99,99,1,1,https://norwegianstyle.wordpress.com/2010/11/13/two-poems/,
1167,Snow,Matthijs Holter,EN,other,<2h,2,2,1,1,https://norwegianstyle.wordpress.com/2010/11/13/two-poems/,#oldage
1168,"The Endless Meta Spiral
","Martin Bull Gudmundsen
",EN,other,<2h,99,99,1,1,https://norwegianstyle.files.wordpress.com/2008/03/metaspiral.pdf,
1169,Fame!,Matthijs Holter,EN,other,<2h,99,99,1,1,https://norwegianstyle.files.wordpress.com/2008/01/fame.pdf,"#art
#performance"
1170,Standing by the Window,Matthijs Holter,EN,other,<2h,99,99,1,1,https://norwegianstyle.files.wordpress.com/2007/12/standing-by-the-window.pdf,#monologue
1171,The Father,Erlend Bruer,EN,freeform,<2h,3,3,2,2,https://norwegianstyle.files.wordpress.com/2008/01/the-father.pdf,#family
1172,Fruit Hangs Heavy,Matthijs Holter,EN,other,2-4h,3,5,2,1,https://norwegianstyle.files.wordpress.com/2007/12/fruit_hangs_heavy.pdf,"#teenegers
#youth"
1173,Fruit Hangs Heavy,Matthijs Holter,PL,other,2-4h,3,5,2,1,http://inaioslo.blogspot.com/2011/09/fuck-youth-po-polsku.html,"#teenegers
#youth"
1174,Fiction – a flexible freeform framework,"Elin Nilsen
Ole Peder Giaever",EN,freeform,---,99,99,---,---,https://www.dropbox.com/s/tw1zwf7t958z0up/fiction.pdf?dl=0,
1175,Factory Reset,Peach Pants Press,EN,chamber larp,2-4h,8,12,2,2,https://www.drivethrurpg.com/product/220521/Factory-Reset?src=rpgnetwiki,"#payment
#10plus
#android"
1176,Did I Fall Asleep?,How We Play,EN,freeform,<2h,6,12,2,1,https://www.drivethrurpg.com/product/222477/Did-I-Fall-Asleep?src=rpgnetwiki,"#payment
#10plus
#identity"
1177,Falling From Orbit LARP,Chris Brecheen	,EN,chamber larp,---,12,12,2,2,http://www.chrisbrecheen.com/2015/05/falling-from-orbit-larp.html,"#SF
#10plus
#apocalyptic"
1178,An Evening with Clarence,"Gordon Olmstead-Dean	
Stephanie Olmstead-Dean	",EN,chamber larp,---,17,30,2,2,http://www.lulu.com/items/volume_64/6426000/6426535/1/print/Clarence_Book.pdf,"#10plus
#LGBT"
1179,Exodus 22:18,Michael Tice,EN,chamber larp,2-4h,12,15,2,2,http://www.lulu.com/shop/michael-tice/exodus-2218/paperback/product-21406015.html,"#10plus
#witch"
1180,"Dictator LARP
",Nick Wedig	,EN,chamber larp,---,14,14,2,1,http://nickwedig.libraryofhighmoon.com/2012/01/dictator-larp/,"#10plus
#political"
1181,"The Day The Music Died
",Peaky Games	,EN,chamber larp,2-4h,10,10,2,2,http://peakygames.wikidot.com/the-day-the-music-died,#music
1182,"The Dance and the Dawn: Dreams of Ice and Ash
",Warren Tusk	,EN,chamber larp,---,15,15,2,2,http://www.paracelsus-games.com/theatrical-experiences/the-dance-and-the-dawn-dreams-of-ice-and-ash,"#payment
#10plus
#fantasy"
1183,"The Dance and the Dawn
",Warren Tusk	,EN,chamber larp,4-6h,15,15,2,2,http://www.paracelsus-games.com/theatrical-experiences/the-dance-and-the-dawn,"#payment
#10plus
#fantasy"
1184,"I Pray God Will Curse the Writer
",Teapot Dome Games,EN,freeform,---,6,19,2,1,https://www.drivethrurpg.com/product/192150/I-Pray-God-Will-Curse-the-Writer?src=rpgnetwiki,"#payment
#10plus
#horror"
1185,The Island: A Script for Cthulhu Live 3rd Edition,Skirmisher Publishing,EN,chamber larp,---,13,13,2,2,https://www.drivethrurpg.com/product_info.php?products_id=94658?src=rpgnetwiki,"#payment
#10plus
#cthulhu"
1186,Heart of Glass:,Claire Ahuriri,EN,freeform,---,10,10,2,1,https://drive.google.com/file/d/0B-_N5FsXtiMmMy00am9DMnNUQVU/edit,#tvshow
1187,"A Hero's Welcome
",John Kim	,EN,chamber larp,---,16,16,2,2,http://www.darkshire.net/jhkim/rpg/larp/heroswelcome/,"#10plus
#fantasy
#comedy
#pirates"
1188,Death Has A Dice Bag	,Sandra Duggan	,EN,chamber larp,---,11,11,2,1,http://www.irishgaming.com/scenario_storage/sd/dicebag.zip,#10plus
1189,K300: Nyet SOS!	,"Mike Young
Moira Parham	",EN,chamber larp,---,6,10,2,1,http://www.interactivitiesink.com/cgi/download.cgi?id=70,
1190,History Repeats	,Nick Huggins	,EN,chamber larp,---,99,99,---,---,http://www.irishgaming.com/scenario_storage/nh/historyrepeats.zip,"#teenegers
#party"
1191,The Fall 2: Ship in a Bottle	,Nick Huggins	,EN,chamber larp,---,10,10,2,1,http://www.irishgaming.com/scenario_storage/nh/bottle.zip,
1192,The Difficult Life of the Costumed Henchman	,Thorin Tabor	,EN,chamber larp,---,12,12,2,2,https://www.tabcreations.com/media/uploads/larp/costumedhenchmen.zip,"#10plus
#superheros
#comedy"
1193,Dark Summonings: The Uncivilized Guest	,"Interactivities Ink, Ltd	",EN,chamber larp,---,12,12,2,2,http://www.interactivitiesink.com/cgi/download.cgi?id=1,"#10plus
#ball
#occult"
1194,"The People Vs Almighty, The	",Baz Nugent	,EN,chamber larp,---,16,16,---,---,http://www.irishgaming.com/scenario_storage/bn2/peoplevsalmighty.zip,#10plus
1195,Mars Attracts,"Graham Arnold
Kath Banks
Graham Charles
Steve Hatherley
Mo Holkar",EN,freeform,2-4h,12,12,2,1,http://uk-freeforms.wikidot.com/mars-attracts,"#10plus
#spaceopera
#SF
#love"
1196,Small Town Folks,"Tracy Bose
Rob Harris
Mo Holkar
Tony Mitton
Mike Snowden
Cat Tobin.",EN,freeform,2-4h,12,12,2,1,http://peakygames.wikidot.com/small-town-folks,"#10plus
#thriller"
1197,Second Watch,"James Bloodworth
Steve Hatherley
Alli Mawhinney
Ric Mawhinney
Laura Wood",EN,freeform,2-4h,10,10,2,1,http://peakygames.wikidot.com/second-watch,"#SF
#horror"
1198,Sufficiently Advanced Technologies,Nick Wedig	,EN,chamber larp,---,16,16,2,1,http://nickwedig.libraryofhighmoon.com/2011/01/sufficiently-advanced-technologies/,"#10plus
#doctorwho"
1199,Science Fiction Mystery,Nick Wedig	,EN,chamber larp,---,11,11,2,1,http://nickwedig.libraryofhighmoon.com/2010/12/science-fiction-mystery/,"#10plus
#SF"
1200,Second String Superheroes,Nick Wedig	,EN,chamber larp,---,12,12,2,1,http://nickwedig.libraryofhighmoon.com/2010/12/second-string-superheroes/,"#10plus
#superheroes"
1201,Manna Hotel LARP PCs,Nick Wedig	,EN,chamber larp,---,6,12,2,1,http://nickwedig.libraryofhighmoon.com/2011/10/manna-hotel-larp-pcs/,#10plus
1202,Providence Junction,Nick Wedig	,EN,chamber larp,---,11,11,2,1,http://nickwedig.libraryofhighmoon.com/2010/12/providence-junction/,"#10plus
#western"
1203,Venice,"Kate Dicey
Steve Hatherley
Tym Norris",EN,freeform,2-4h,15,15,2,1,http://uk-freeforms.wikidot.com/venice,"#10plus
#historical
#criminal"
1204,The Lonely House,Shiny Thing Games,EN,chamber larp,4-6h,13,13,2,2,https://www.drivethrurpg.com/product/208853/The-Lonely-House?src=rpgnetwiki,"#payment
#10plus
#horror"
1205,Silent Hedges,Drowning Moon Studios,EN,chamber larp,---,4,9,2,2,https://www.drivethrurpg.com/product/232457/Silent-Hedges?src=rpgnetwiki,"#payment
#gothic
#supernatural"
1206,A Royal Celebration,John Kim	,EN,chamber larp,---,19,19,2,2,http://www.darkshire.net/jhkim/rpg/larp/royalcelebration/,"#10plus
#fantasy"
1207,Stagecoach,John Kim	,EN,chamber larp,---,10,10,2,2,http://www.darkshire.net/jhkim/rpg/serenity/larp/,"#SF
#spacewestern"
1208,The Trial	,"Sage Shepperd
Joshua Sheena
Josh Rachlin
Nat Budin	",EN,chamber larp,---,5,12,2,2,http://www.aegames.org/assets/55-trial.zip,#10plus
1209,Thingummy Bob's	,Nick Huggins	,EN,chamber larp,---,10,10,2,1,http://www.irishgaming.com/scenario_storage/nh/thingummy.zip,"#10plus
#friendship"
1210,What to Do About Tam Lin?	,"Emily Care Boss
Julia Ellingboe	",EN,chamber larp,---,17,17,2,1,http://static.squarespace.com/static/53d9a7cde4b0e6c5ed6457bd/t/53fd397ee4b0fc0f8a5c75f6/1409104254333/What+to+do+about+Tam+Lin.pdf,"#10plus
#fae
#supernatural"
1211,Shab-al-Hiri Roach,Jason Morningstar,EN,freeform,---,4,6,1,1,https://bullypulpitgames.com/download-category/shab-al-hiri-roach/,#SF
1212,Till the end of the line,Oscar Biffi,EN,freeform,<2h,2,30,1,1,https://laiv.it/en/till-the-end-of-the-line/,"#CrescendoGiocoso
#10plus
"
1213,The Theatre of Major Arcana,"Yuka Sato
Valerio Amadei",EN,freeform,2-4h,9,12,2,2,https://laiv.it/en/the-theatre-of-major-arcana/,"#CrescendoGiocoso
#10plus
"
1214,Sturm und Drang,Andrea Rinaldi,EN,freeform,2-4h,9,11,2,2,https://laiv.it/en/sturm-und-drang-en/,"#CrescendoGiocoso
#10plus
"
1215,Something about us,"Barbara Fini
Rafu",EN,nano-larp,2-4h,10,10,2,1,https://laiv.it/en/something-about-us/,#CrescendoGiocoso
1216,The Age of Man,Lorenzo Martinelli,EN,nano-larp,2-4h,9,9,2,1,https://laiv.it/en/the-age-of-men/,#CrescendoGiocoso
1217,Wanderers above the Sea of Fog,Oscar Biffi,EN,freeform,2-4h,8,9,2,1,https://laiv.it/en/wanderers-above-the-sea-of-fog/,#CrescendoGiocoso
1218,Winds of change,Oscar Biffi,EN,freeform,<2h,7,7,2,1,https://laiv.it/en/winds-of-change/,"#CrescendoGiocoso
#war"
1219,Under the Mountain,Oscar Biffi,EN,chamber larp,<2h,6,6,2,2,https://laiv.it/en/under-the-mountain/,"#CrescendoGiocoso
#fantasy"
1220,Castaways,Oscar Biffi,EN,freeform,2-4h,5,5,2,2,https://laiv.it/en/castaways/,"#CrescendoGiocoso
#journey
#war"
1221,Tell Tale Hearts,Oscar Biffi,EN,chamber larp,<2h,4,4,2,1,https://laiv.it/en/tell-tale-hearts/,"#CrescendoGiocoso
#poe
#secrets"
1222,First They Came,"Andrea Giovannucci
Alessandro Giovannucci",EN,chamber larp,<2h,3,3,2,2,https://laiv.it/en/first-they-came/,"#CrescendoGiocoso
#war
#nazism"
1223,The Last Sunset,Francesco Rugerfred Sedda,EN,nano-larp,<2h,2,2,2,2,https://laiv.it/en/the-last-sunset/,#CrescendoGiocoso
1224,A Quiet Place in Hell,Evan Torner,EN,freeform,<2h,3,9,2,1,https://laiv.it/en/a-quiet-place-in-hell/,"#CrescendoGiocoso
#afterlife"
1225,Infinite Minutes,Antonio Amato,EN,freeform,2-4h,7,9,2,2,https://laiv.it/en/infinite%e2%88%9eminutes/,"#CrescendoGiocoso
#spacetravel"
1226,Listen at the Maximum Volume,Luiz Prado,EN,freeform,<2h,3,7,2,2,https://laiv.it/en/listen-at-the-maximum-volume/,"#CrescendoGiocoso
#music"
1227,La belle confusione,Mikołaj Wicher,EN,nano-larp,<2h,6,6,2,1,https://laiv.it/en/la-belle-confusione/,"#CrescendoGiocoso
#larpers"
1228,Old Friends,"Ole Peder Giæver
Jason Morningstar",EN,nano-larp,2-4h,4,5,2,2,https://laiv.it/en/old-friends/,"#CrescendoGiocoso
#ghost"
1229,Martingale,Oscar Biffi,EN,freeform,<2h,3,3,2,1,https://laiv.it/en/martingale/,#CrescendoGiocoso
1230,Bodlák,Jakub Balha,CS,chamber larp,2-4h,99,12,---,2,https://drive.google.com/file/d/0B0mF9sCX3dqOQURZbWdJbjJTeE9iaWZ6RHJubGZXQQ/view,#10plus
1232,Čest práci ,Tomáš Dulka,CS,nano-larp,<2h,4,4,2,1,http://novypohlad.larpy.cz/hry/praca/,#work
1233,Drunk,Tobias Wrigstad,CS,jeepform,<2h,3,3,2,1,https://courtofmoravia.com/larpyprovsechny/Drunk.zip,#alcohol
1234,"#obesity
#10plus",Frederik Østergaard,CS,jeepform,2-4h,4,12,2,1,https://courtofmoravia.com/larpyprovsechny/Fat_man_down.zip,"#obesity
#10plus"
1235,Otcova rola,Tomáš Dulka,---,nano-larp,<2h,3,6,2,1,http://novypohlad.larpy.cz/hry/otec/otcova_rola-sk.pdf,#fatherhood
1236,Odznak,"Kamil Buchtík
Martin Buchtík",CS,chamber larp,---,8,8,2,2,http://goo.gl/JxcI53,
1237,Ook! ,"Jan Lička, Jan Winkelhöfer",CS,nano-larp,<2h,6,12,2,2,http://www.mediafire.com/download/kltf44fwo243ztt/Ook3.pdf,#criminal
1238,Otcova rola,Tomáš Dulka,CS,nano-larp,<2h,3,6,2,1,http://novypohlad.larpy.cz/games/father/index.sk.html,#fatherhood
1239,Předchozí hosté,"Frederik Berg Østergaard
Tobias Wrigstard",CS,nano-larp,2-4h,4,4,2,1,http://rpgforum.cz/forum/download/file.php?id=583,
1240,Přes mrtvoly,"Andrej Tokarčík
Tomáš Dulka",CS,nano-larp,<2h,4,4,2,1,http://novypohlad.larpy.cz/games/dead/index.sk.html,#suicide
1241,Rande,Court of Moravia,CS,chamber larp,<2h,99,6,2,1,https://courtofmoravia.com/larpyprovsechny/Court_of_Moravia_-_rande.zip,#relationship
1242,Rodinná oslava,Court of Moravia,CS,chamber larp,2-4h,10,10,2,2,https://courtofmoravia.com/larpyprovsechny/Court_of_Moravia_-_rodinna_oslava.zip,#family
1243,Sen noci Svatojánské,"Kuba Tabisz
Ola Kościewicz
úprava Kateřina Holendová",CS,chamber larp,2-4h,16,20,2,2,http://www.tempusludi.cz/sen.html,#10plus
1244,Tango pro dwa,"Even Tomte
Tor Kjetil Edland",CS,experimental larp,<2h,4,4,3,1,https://docs.google.com/document/d/1cdVw5TCu8V4O0D0TtDbCoc_cICNHAcC2wNN7p4hUxqk/edit?usp=sharing,
1245,Father's Role,Tomáš Dulka,EN,nano-larp,<2h,3,6,2,1,http://novypohlad.larpy.cz/hry/otec/otcova_rola-en.pdf,#fatherhood
1246,Zrcadlová místnost,Shifting Forest Storyworks,CS,chamber larp,2-4h,99,99,2,1,https://drive.google.com/file/d/0B0mF9sCX3dqOLTZVSkh2UDRTVzZFeV96eC1QUWl2QQ/view?usp=drive_open,
1247,The Reality is Murder,Freeform Games	,EN,chamber larp,---,23,30,1,2,https://www.freeformgames.com/games/the-reality-is-murder.php,"#payment
#criminal"
1248,Archangels: In the Beginning,Plot Device,EN,freeform,---,16,21,2,2,https://www.drivethrurpg.com/product/1963/Archangels-In-the-Beginning,"#payment
#cthulhu"
1249,Mark's Half-Eaten Burger Larp,Encoded Designs,EN,jeepform,---,5,6,2,1,https://www.drivethrurpg.com/product/259285/Marks-HalfEaten-Burger-Larp,#food
1250,Les secrets de la Septième mer LARP,David Arzailler,FR,---,---,99,99,---,---,https://www.drivethrurpg.com/product/213161/Les-secrets-de-la-Septieme-mer-LARP,"#payment
#7thsea"
